"REF_DATE","City","Immigrants","CPI_current","Adj_rent","Province","Net interprovincial migration","Net intraprovincial migration","Net non-permanent residents","Residual deviation","Net_International_Migration","Births","Deaths","Natural_Growth","Population_Estimate","M_Income","Bachelor_Unit","One bedroom units","Three bedroom units","Two bedroom units","Crime severity index","Violent crime severity index","Average_Rent","Average_Rent_log","YoY_diff","Change_in_M_income","Labour force","Employment","Full-time employment","Part-time employment","Unemployment","Not in labour force","Unemployment_rate","participation_rate","Employment_rate","Vacancy_Rate","Housing starts","Housing under construction","Housing_completions","Percentage","Percentage3","Imm_pop","Change_Vacancy","Change_UnEm","Change_Participation","Imm_pop100","Log_Adj_Rent","Chng_Log_AdjR","Adj_M_Income","Group","avg_rent","avg_immigrants","avg_Net_imm","GDP_cma","DGUID","Value","North American Industry Classification System (NAICS)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","GDP_pro","STATUS","SYMBOL","TERMINATED","DECIMALS"
2012,"Trois-Rivières",358,121.7,652.315256094221,"Quebec",-38,591,-126,-190,182,1476,1319,157,153902,53100,374.666666666667,444.333333333333,606.666666666667,574,64.94,45.37,499.916666666667,6.21444141786509,0.00020838977298431,-1100,76.9,70.9,56.5,14.4,6,54.2,7.8,58.6,54,5.5,1021,335,1156,0.0016852860048847,0.00170539330633127,0.00233681462140992,1.3,-1.1,-2.3,0.233681462140992,6.48052796668465,-0.0146925481870284,62002.0588235294,"Group1",1075.36299014709,6636.13513513513,6686.89189189189,5705,"2016A000224","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461774","5.1.1",328855.5,NA,NA,NA,1
2013,"Trois-Rivières",259,122.8,649.543295331162,"Quebec",-112,534,10,-185,209,1462,1419,43,154391,57200,367.666666666667,443,644,554.5,60.58,52.55,502.291666666667,6.21918096026733,0.00473954240223318,4100,74.5,68.1,51.8,16.3,6.4,57,8.6,56.7,51.8,5.3,849,444,781,0.00233681462140992,0.00235676714745594,0.00168288911125262,-0.2,0.8,-1.9,0.168288911125262,6.47626949336732,-0.00425847331732765,66789.4117647059,"Group1",1096.15518898377,6779.78378378378,6619.08108108108,5685,"2016A000224","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461774","5.1.1",338213.8,NA,NA,NA,1
2014,"Trois-Rivières",295,125.2,652.761648029819,"Quebec",-102,783,-4,-180,263,1423,1390,33,155188,51900,373,448.333333333333,651.5,585.75,59.57,59.51,514.645833333333,6.24347896182269,0.0242980015553664,-5300,76.8,71.1,54.3,16.8,5.7,55.2,7.4,58.2,53.9,5.6,943,516,861,0.00168288911125262,0.00169060052219321,0.00191073313858968,0.3,-1.2,1.5,0.191073313858968,6.48121205196973,0.00494255860240944,60600.8823529412,"Group1",1101.97838053709,6760.13513513513,6224.48648648649,5815,"2016A000224","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461774","5.1.1",348098.5,NA,NA,NA,1
2015,"Trois-Rivières",270,126.6,660.67364402317,"Quebec",-178,601,126,-178,353,1417,1524,-107,155679,56200,378.333333333333,463,663.25,602.25,57.17,60.9,526.708333333333,6.26664694814761,0.0231679863249195,4300,78.3,73,55.4,17.6,5.3,54,6.8,59.2,55.2,6.3,500,268,760,0.00191073313858968,0.00191680420007537,0.00173982524421991,0.7,-0.600000000000001,1,0.173982524421991,6.49325998725057,0.012047935280842,65621.7647058824,"Group1",1118.3942242005,6037.02702702703,4321.54054054054,6105,"2016A000224","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461774","5.1.1",357758.8,NA,NA,NA,1
2016,"Trois-Rivières",315,128.4,664.578206126688,"Quebec",-82,814,430,-216,684,1466,1532,-66,156813,58500,397,472.666666666667,671.25,608.5,48.65,47.14,537.354166666667,6.28665740535902,0.0200104572114075,2300,80,74.3,57.6,16.8,5.7,53.1,7.1,60.1,55.8,6.4,670,372,555,0.00173982524421991,0.00174880660142107,0.00202339429210105,0.100000000000001,0.3,0.899999999999999,0.202339429210105,6.49915256291619,0.00589257566562296,68307.3529411765,"Group1",1136.01222425697,8065.32432432432,7489.83783783784,6287,"2016A000224","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461774","5.1.1",368634.6,NA,NA,NA,1
2017,"Trois-Rivières",319,130.4,666.081160531697,"Quebec",-73,871,358,NA,652,1450,1532,-82,158181,59600,403,482.333333333333,689.75,612.75,53.47,56.66,546.958333333333,6.30437262645546,0.0177152210964424,1100,80.6,76,59.4,16.6,4.6,53.5,5.7,60.1,56.7,4.8,692,480,583,0.00202339429210105,0.00202979611825657,0.00203427011791114,-1.6,-1.4,0,0.203427011791114,6.50141152577594,0.00225896285974958,69591.7647058824,"Group1",1151.14407332947,6814.2972972973,8378.78378378378,6655,"2016A000224","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461774","5.1.1",386407.5,NA,NA,NA,1
2018,"Trois-Rivières",234,133.4,642.818590704648,"Quebec",8,631,440,NA,610,1330,1590,-260,159170,60800,408.333333333333,481.333333333333,651.333333333333,619,54.72,69.42,540,6.29156913955832,-0.0128034868971412,1200,81,76.8,60.2,16.7,4.1,54.1,5.1,60,56.8,4.2,791,491,781,0.00203427011791114,0.00204908818787377,0.0014793179964724,-0.6,-0.600000000000001,-0.100000000000001,0.14793179964724,6.46586255488983,-0.0355489708861114,70992.9411764706,"Group1",1173.55346482164,7718.32432432432,10873.3243243243,6529,"2016A000224","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461774","5.1.1",405613.6,NA,NA,NA,1
2019,"Trois-Rivières",268,136,654.198590686274,"Quebec",31,859,899,NA,1126,1403,1687,-284,160902,55900,410,513.666666666667,665.666666666667,651.75,51.59,63.41,560.270833333333,6.32842029776982,0.0368511582114994,-4900,81.9,77.4,60.8,16.5,4.5,54.5,5.5,60,56.7,2,640,396,737,0.0014793179964724,0.00149222322128905,0.00168373437205504,-2.2,0.4,0,0.168373437205504,6.4834109608468,0.0175484059569708,65271.4705882353,"Group1",1209.29839692634,8011.75675675676,11422.7837837838,6823,"2016A000224","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461774","5.1.1",425276.7,NA,NA,NA,1
2020,"Trois-Rivières",239,137,691.176034063261,"Quebec",28,1132,1301,NA,1520,1451,1659,-208,163374,NA,455.333333333333,512.333333333333,757.75,659.75,47.78,73.83,596.291666666667,6.39072992096293,0.0623096231931104,NA,82.8,76.2,61.2,15,6.6,53.9,8,60.6,55.7,1.4,662,316,734,0.00168373437205504,0.00169426163698548,0.00148537619171918,-0.6,2.5,0.600000000000001,0.148537619171918,6.53839454394784,0.0549835831010386,NA,"Group1",1258.69715427106,7215.78378378378,8623.56756756757,6886,"2016A000224","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461774","5.1.1",420699.2,NA,NA,NA,1
2021,"Trois-Rivières",207,141.6,698.651777306968,"Quebec",66,1592,-32,NA,179,1476,1650,-174,165037,NA,456.666666666667,540,803,692.25,50.59,76.46,622.979166666667,6.43451307788588,0.0437831569229532,NA,81.2,77,61.4,15.6,4.1,55.9,5,59.2,56.2,1,1081,610,816,0.00148537619171918,0.00150153923478042,0.00126703147379632,-0.4,-3,-1.4,0.126703147379632,6.5491524454393,0.0107579014914583,NA,"Group1",1277.7824986003,5870.43243243243,4056.16216216216,NA,"2016A000224","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461774","5.1.1",NA,"..",NA,NA,1
2022,"Trois-Rivières",536,151.2,674.794973544974,"Quebec",85,1403,995,NA,1521,1437,1751,-314,167732,NA,457.333333333333,570.666666666667,779,763,54.76,82.97,642.5,6.46536681676938,0.0308537388834917,NA,80.8,78.1,62.1,16,2.7,57,3.3,58.6,56.7,0.9,1153,676,1086,0.00126703147379632,0.00128649737107059,0.00324775656367966,-0.1,-1.7,-0.600000000000001,0.324775656367966,6.51440890183698,-0.034743543602322,NA,"Group1",1268.84790296249,12575.2972972973,16641.4864864865,NA,"2016A000224","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62461774","5.1.1",NA,"..",NA,NA,1
2002,"Vancouver",34458,100,1375.73733333333,"British Columbia",-3362,-3545,6403,-10471,32838,21368,12839,8529,2098557,NA,638.333333333333,723.75,1138.25,965,155.32,133.65,866.333333333333,6.76426974597338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,13197,10941,12068,NA,NA,NA,NA,NA,NA,NA,7.22674510879832,NA,NA,NA,1009.56116441441,6814.24324324324,6484.81081081081,NA,"2016A000259","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62463299","10.1.1",131323,NA,NA,NA,1
2003,"Vancouver",28673,102.8,1361.59800583658,"British Columbia",-1464,-3655,4968,-10710,24536,21731,12810,8921,2116185,NA,654,733,1150.25,988.5,161.74,127.31,881.4375,6.78155409745246,0.0172843514790788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,15626,13326,13394,NA,NA,0.0136631980927847,0.6,NA,NA,1.36631980927847,7.21641429324443,-0.0103308155538944,NA,NA,1009.59369340157,5273.48648648649,4959.81081081081,NA,"2016A000259","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62463299","10.1.1",138589.3,NA,NA,NA,1
2004,"Vancouver",32290,104.7,1373.54290035021,"British Columbia",2349,-5511,2063,-11042,23798,21496,13255,8241,2134020,NA,668.333333333333,774.333333333333,1171.5,1008.25,158.31,127.99,905.604166666667,6.80860230843951,0.0270482109870525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,19430,18511,14302,0.0136631980927847,NA,0.0152585903406366,-0.7,NA,NA,1.52585903406366,7.22514873937606,0.00873444613162633,NA,"Group2",1006.86523271122,6263.10810810811,5147.37837837838,NA,"2016A000259","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62463299","10.1.1",150846.6,NA,NA,NA,1
2005,"Vancouver",35990,107,1364.45560747664,"British Columbia",2976,-5485,4488,-11396,31270,21756,13495,8261,2159646,NA,678.333333333333,787.666666666667,1195,1016.5,147.12,129.25,919.375,6.8236940913557,0.0150917829161905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,18914,21560,15834,0.0152585903406366,0.0153867633807421,0.0168648841154253,0,NA,NA,1.68648841154253,7.21851080570683,-0.00663793366922505,NA,"Group2",1001.016374786,6384.05405405405,5261.48648648649,NA,"2016A000259","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62463299","10.1.1",162714.9,NA,NA,NA,1
2006,"Vancouver",38296,109.1,1392.07752826153,"British Columbia",3127,-5620,4150,-11230,34324,21892,13396,8496,2188743,74100,701.333333333333,823,1232,1069.25,138.88,130.32,956.395833333333,6.8631718789596,0.039477787603893,NA,1210.8,1155.1,936.2,218.9,55.7,601.6,4.6,66.8,63.7,0.7,18705,22177,18072,0.0168648841154253,0.0170070197076343,0.0177325357952183,-0.6,NA,NA,1.77325357952183,7.23855253493361,0.0200417292267741,86522.6470588235,"Group2",1005.16881776368,6744.21621621622,5954.54054054054,NA,"2016A000259","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62463299","10.1.1",175334.3,NA,NA,NA,1
2007,"Vancouver",32245,111.5,1419.73490284006,"British Columbia",4042,-5934,6099,-7158,28178,22530,13453,9077,2216948,73100,735.666666666667,848,1278.5,1125.25,131.82,131.67,996.854166666667,6.90460448711324,0.041432608153646,-1000,1234.1,1183.3,954.4,228.9,50.8,606,4.1,67.1,64.3,0.7,20736,25104,17816,0.0177325357952183,0.0179454738006204,0.014732200171514,0,-0.5,0.299999999999997,1.4732200171514,7.2582254450261,0.0196729100924982,85355,"Group2",1023.41733931241,6241.45945945946,5756.45945945946,NA,"2016A000259","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62463299","10.1.1",184393.5,NA,NA,NA,1
2008,"Vancouver",36617,114.1,1461.43667835232,"British Columbia",3898,-5610,9588,-7096,36307,23039,13814,9225,2253672,78300,821.5,851.5,1353.75,1173.5,120.13,126.45,1050.0625,6.95660496518962,0.0520004780763799,5200,1251.3,1196.4,964.7,231.7,54.9,622.4,4.4,66.8,63.9,0.5,19591,25538,19150,0.014732200171514,0.0149306877145606,0.0165168510943874,-0.2,0.300000000000001,-0.299999999999997,1.65168510943874,7.28717525713463,0.0289498121085234,91426.7647058824,"Group2",1042.78287380281,6483.18918918919,6409.37837837838,NA,"2016A000259","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62463299","10.1.1",191421.5,NA,NA,NA,1
2009,"Vancouver",35977,114.4,1509.57167832168,"British Columbia",4602,-1953,14708,-7002,41953,23688,13491,10197,2301469,74900,834.5,923.75,1377.25,1214.5,111.59,122.05,1087.5,6.99163676296284,0.0350317977732182,-3400,1288.6,1195.3,950.4,244.9,93.3,628.9,7.2,67.2,62.3,2.1,8339,17124,16788,0.0165168510943874,0.0167296937100427,0.0159637249786127,1.6,2.8,0.400000000000006,1.59637249786127,7.31958123283018,0.0324059756955499,87456.7647058824,"Group2",1060.69803085428,6315.64864864865,6902.13513513513,102194,"2016A000259","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62463299","10.1.1",182953.4,NA,NA,NA,1
2010,"Vancouver",36850,116.5,1518.14163090129,"British Columbia",3597,-1821,10469,-6873,38432,23586,13543,10043,2344847,71900,853,939.5,1415.25,1247.25,103.23,110.51,1113.75,7.01548797878502,0.0238512158221802,-3000,1303.2,1203.2,951.1,252,100.1,655.2,7.7,66.5,61.4,1.9,15217,15889,16474,0.0159637249786127,0.0162281659290159,0.0160115126469225,-0.2,0.5,-0.700000000000003,1.60115126469225,7.3252422545923,0.00566102176212269,83953.8235294118,"Group2",1065.58649808607,6957.18918918919,6834.97297297297,105800,"2016A000259","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62463299","10.1.1",190873.5,NA,NA,NA,1
2011,"Vancouver",32857,119.9,1526.33090075063,"British Columbia",1077,-2064,1620,-4237,25360,23223,13564,9659,2374642,73600,905.25,966.5,1452.75,1285.25,95.79,97.55,1152.4375,7.04963454346538,0.0341465646803636,1700,1331.4,1231.7,971.1,260.7,99.6,659.2,7.5,66.9,61.9,1.4,17867,20649,12919,0.0160115126469225,0.0163510927943374,0.014012428102985,-0.5,-0.2,0.400000000000006,1.4012428102985,7.33062203024495,0.00537977565265102,85938.8235294118,"Group2",1063.9539744081,6691,6083.97297297297,110395,"2016A000259","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62463299","10.1.1",202033.2,NA,NA,NA,1
2012,"Vancouver",29630,121.7,1525.28574363188,"British Columbia",-2475,-3148,9254,10559,29831,23339,13810,9529,2418938,74700,933,958.75,1473.25,1310.75,94.44,94.34,1168.9375,7.06385049554322,0.0142159520778353,1100,1356.6,1264.2,1005.2,258.9,92.4,675,6.8,66.8,62.2,1.8,19027,22908,16958,0.014012428102985,0.014276533813838,0.0124776703183048,0.4,-0.7,-0.100000000000009,1.24776703183048,7.32993704436277,-0.00068498588217824,87223.2352941177,"Group2",1075.36299014709,6636.13513513513,6686.89189189189,115007,"2016A000259","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62463299","10.1.1",206590.6,NA,NA,NA,1
2013,"Vancouver",29822,122.8,1541.36543159609,"British Columbia",-2510,-3455,5490,10504,25955,23969,13975,9994,2459426,78200,938.75,990.25,1511.5,1327.25,89.12,81.87,1191.9375,7.08333541336474,0.0194849178215186,3500,1367.8,1277.3,1022.1,255.2,90.5,704.2,6.6,66,61.6,1.7,18696,23205,18392,0.0124776703183048,0.0126362189089523,0.0123285507937781,-0.1,-0.2,-0.799999999999997,1.23285507937781,7.34042394646473,0.0104869021019587,91310,"Group2",1096.15518898377,6779.78378378378,6619.08108108108,119746,"2016A000259","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62463299","10.1.1",214088.8,NA,NA,NA,1
2014,"Vancouver",30466,125.2,1548.60123801917,"British Columbia",1501,-4388,9992,10408,31076,23681,14290,9391,2507414,79100,972.5,1018.5,1535.5,1357.25,94.27,77.57,1220.9375,7.10737428524939,0.0240388718846525,900,1390.5,1308,1033.5,274.5,82.6,725.7,5.9,65.7,61.8,1,19212,24701,17731,0.0123285507937781,0.0125585246112888,0.0123874432489532,-0.7,-0.699999999999999,-0.299999999999997,1.23874432489532,7.34510737539643,0.00468342893169638,92360.8823529412,"Group2",1101.97838053709,6760.13513513513,6224.48648648649,125426,"2016A000259","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62463299","10.1.1",225863.3,NA,NA,NA,1
2015,"Vancouver",25159,126.6,1601.17061611374,"British Columbia",6294,-5587,559,10297,16886,24134,14954,9180,2544484,81500,1010.5,1059.5,1607.5,1428.5,94.33,83.83,1276.5,7.15187723668154,0.0445029514321487,2400,1414.8,1332.7,1073.6,259.1,82.1,736.4,5.8,65.8,62,0.8,20863,28159,17346,0.0123874432489532,0.012594783330536,0.010033843633321,-0.2,-0.100000000000001,0.0999999999999943,1.0033843633321,7.3784902757845,0.0333829003880712,95163.2352941177,"Group2",1118.3942242005,6037.02702702703,4321.54054054054,131406,"2016A000259","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62463299","10.1.1",231725.3,NA,NA,NA,1
2016,"Vancouver",34750,128.4,1675.11429127726,"British Columbia",9095,-9928,-5223,8528,21107,24077,15161,8916,2582202,82500,1092,1152.75,1653,1520,92.83,71.08,1354.4375,7.21114151797255,0.0592642812910116,1000,1472.7,1392.2,1111.6,280.6,80.5,709.1,5.5,67.5,63.8,0.7,27914,37482,18148,0.010033843633321,0.0102296226843174,0.0136569929305902,-0.1,-0.3,1.7,1.36569929305902,7.42363667552972,0.0451463997452253,96330.8823529412,"Group2",1136.01222425697,8065.32432432432,7489.83783783784,138344,"2016A000259","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62463299","10.1.1",243317.1,NA,NA,NA,1
2017,"Vancouver",28023,130.4,1746.1606595092,"British Columbia",5718,-13099,13544,NA,33803,24544,16264,8280,2616904,84400,1155.5,1215.25,1768.75,1596,86.77,69.59,1433.875,7.26813584860143,0.056994330628882,1900,1505.7,1435.2,1146.4,288.8,70.5,708.1,4.7,68,64.8,0.9,26204,42211,21806,0.0136569929305902,0.0138589000460235,0.0108523655391794,0.2,-0.8,0.5,1.08523655391794,7.46517474792191,0.041538072392191,98549.4117647059,"Group2",1151.14407332947,6814.2972972973,8378.78378378378,145756,"2016A000259","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62463299","10.1.1",260220.3,NA,NA,NA,1
2018,"Vancouver",33295,133.4,1803.98407046477,"British Columbia",3771,-14437,18902,NA,44656,23993,16305,7688,2658582,81100,1230.75,1290.25,1863.75,1677,85.65,69.18,1515.4375,7.32345945513276,0.0553236065313314,-3300,1531.8,1468.7,1176.8,291.9,63.1,722.2,4.1,68,65.2,1,23404,40579,24555,0.0108523655391794,0.0110132349034225,0.0127230498329323,0.1,-0.600000000000001,0,1.27230498329323,7.49775287046428,0.0325781225423603,94696.1764705882,"Group2",1173.55346482164,7718.32432432432,10873.3243243243,154280,"2016A000259","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62463299","10.1.1",274392.4,NA,NA,NA,1
2019,"Vancouver",34562,136,1874.73033088235,"British Columbia",3363,-11847,23303,NA,51531,23780,16132,7648,2709277,90600,1256.75,1373.75,2009,1782.75,95.43,80.79,1605.5625,7.38122944145452,0.0577699863217571,9500,1586,1512.5,1197.9,314.7,73.4,711.5,4.6,69,65.8,1.1,28141,46065,22603,0.0127230498329323,0.0128940338517281,0.0130001632449178,0.1,0.5,1,1.30001632449178,7.5362201045315,0.0384672340672285,105788.823529412,"Group2",1209.29839692634,8011.75675675676,11422.7837837838,163475,"2016A000259","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62463299","10.1.1",286182.1,NA,NA,NA,1
2020,"Vancouver",36449,137,1946.24178832117,"British Columbia",5013,-11148,1111,NA,33287,23874,16538,7336,2743765,NA,1331.25,1401,2111.5,1872.5,88.74,77.5,1679.0625,7.42599088092314,0.04476143946862,NA,1532.7,1388.2,1104.5,283.7,144.4,797.7,9.4,65.8,59.6,2.6,22371,44372,24039,0.0130001632449178,0.0132072097409764,0.0134534047275343,1.5,4.8,-3.2,1.34534047275343,7.57365550390805,0.0374353993765473,NA,"Group2",1258.69715427106,7215.78378378378,8623.56756756757,163772,"2016A000259","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62463299","10.1.1",287201.8,NA,NA,NA,1
2021,"Vancouver",27998,141.6,1926.40324858757,"British Columbia",9051,-13067,-4083,NA,20063,23158,18039,5119,2764932,NA,1348.25,1420.25,2220,1882.5,87.09,80,1717.75,7.44877057391118,0.0227796929880446,NA,1618.6,1506.3,1187,319.3,112.4,734.3,6.9,68.8,64,1.2,26013,45042,25229,0.0134534047275343,0.0137099401109313,0.0102042266739316,-1.4,-2.5,3,1.02042266739316,7.5634099414646,-0.0102455624434494,NA,"Group2",1277.7824986003,5870.43243243243,4056.16216216216,NA,"2016A000259","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62463299","10.1.1",NA,"..",NA,NA,1
2022,"Vancouver",65975,151.2,1977.84507275132,"British Columbia",4171,-14327,24975,NA,84012,23124,19182,3942,2842730,NA,1420.25,1572.5,2438,2102,92.38,85.29,1883.1875,7.54072109884592,0.0919505249347354,NA,1622.2,1545.8,1238.1,307.7,76.4,768.9,4.7,67.8,64.6,0.9,25983,49221,21440,0.0102042266739316,0.0103341223507231,0.0238613463188245,-0.3,-2.2,-1,2.38613463188245,7.58976318391352,0.0263532424489217,NA,"Group2",1268.84790296249,12575.2972972973,16641.4864864865,NA,"2016A000259","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62463299","10.1.1",NA,"..",NA,NA,1
2002,"Victoria",830,100,1111.43458333333,"British Columbia",700,821,524,622,515,2580,3109,-529,327861,NA,502.333333333333,593.75,932.75,770.75,113.46,91.87,699.895833333333,6.55093151444636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1344,907,1299,NA,NA,NA,NA,NA,NA,NA,7.0134068772713,NA,NA,NA,1009.56116441441,6814.24324324324,6484.81081081081,NA,"2016A000259","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62463299","10.1.1",131323,NA,NA,NA,1
2003,"Victoria",670,102.8,1108.80658236057,"British Columbia",1322,337,418,672,153,2705,3018,-313,330032,NA,514.666666666667,604,962.75,789.75,113.71,89.33,717.791666666667,6.57617936909842,0.025247854652064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,2008,1456,1449,NA,NA,0.00204354894299718,-0.4,NA,NA,0.204354894299718,7.01103956489039,-0.00236731238090915,NA,NA,1009.59369340157,5273.48648648649,4959.81081081081,NA,"2016A000259","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62463299","10.1.1",138589.3,NA,NA,NA,1
2004,"Victoria",925,104.7,1108.56025151226,"British Columbia",1834,-91,166,750,64,2678,3135,-457,332132,NA,516.333333333333,616.25,986.25,804.75,116.24,83.87,730.895833333333,6.59427095073584,0.0180915816374183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,2363,1951,1867,0.00204354894299718,NA,0.0028027585203859,-0.5,NA,NA,0.28027585203859,7.01081738167239,-0.00022218321800782,NA,"Group1",1006.86523271122,6263.10810810811,5147.37837837838,NA,"2016A000259","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62463299","10.1.1",150846.6,NA,NA,NA,1
2005,"Victoria",1114,107,1140.44742990654,"British Columbia",1993,18,363,852,751,2727,3233,-506,335240,NA,540,642.5,1050,841.25,108.14,74.15,768.4375,6.64435923241051,0.0500882816746699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,2058,2135,1873,0.0028027585203859,0.00282131757055581,0.00335408813363362,-0.1,NA,NA,0.335408813363362,7.03917594676164,0.0283585650892544,NA,"Group1",1001.016374786,6384.05405405405,5261.48648648649,NA,"2016A000259","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62463299","10.1.1",162714.9,NA,NA,NA,1
2006,"Victoria",1170,109.1,1178.62786434464,"British Columbia",1356,203,1934,726,2383,2807,3022,-215,339693,68400,561,665.5,1128.25,884.25,116.97,81.54,809.75,6.69672555805144,0.0523663256409268,NA,181.4,174.4,136.8,37.6,7,97.6,3.9,65,62.5,0.5,2739,2819,2045,0.00335408813363362,0.00337543026130799,0.0034900369884262,0,NA,NA,0.34900369884262,7.07210621402545,0.0329302672638088,79867.0588235294,"Group1",1005.16881776368,6744.21621621622,5954.54054054054,NA,"2016A000259","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62463299","10.1.1",175334.3,NA,NA,NA,1
2007,"Victoria",1231,111.5,1202.36405082212,"British Columbia",2044,594,658,-1573,1624,2777,3107,-330,342052,64500,589.666666666667,699,1170.5,917.75,107.87,80.66,844.229166666667,6.73842398222643,0.0416984241749887,-3900,188.1,181.7,142.3,39.3,6.4,94,3.4,66.7,64.4,0.5,2579,3258,2141,0.0034900369884262,0.00352269579564751,0.0036238603680382,0,-0.5,1.7,0.36238603680382,7.09204494013929,0.01993872611384,75313.2352941177,"Group1",1023.41733931241,6241.45945945946,5756.45945945946,NA,"2016A000259","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62463299","10.1.1",184393.5,NA,NA,NA,1
2008,"Victoria",1463,114.1,1257.60159217061,"British Columbia",2589,1000,109,-1552,680,2925,3300,-375,344394,76900,625.666666666667,743.25,1280.5,965,103.29,82.32,903.604166666667,6.80639139576811,0.0679674135416795,12400,195.8,188.7,146.5,42.2,7.1,89.1,3.6,68.7,66.2,0.5,1905,2935,2149,0.0036238603680382,0.00367199618183988,0.00427712745430519,0,0.2,2,0.427712745430519,7.13696168771311,0.044916747573823,89792.0588235294,"Group1",1042.78287380281,6483.18918918919,6409.37837837838,NA,"2016A000259","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62463299","10.1.1",191421.5,NA,NA,NA,1
2009,"Victoria",1420,114.4,1294.93487762238,"British Columbia",2624,1726,506,-1518,1100,2944,3206,-262,348064,73400,646,768.75,1322.75,994,93.18,82.53,932.875,6.83827121545155,0.0318798196834447,-3500,194.8,182.4,137.4,45,12.4,93.8,6.4,67.5,63.2,1.4,1034,1560,2463,0.00427712745430519,0.00430682999060917,0.00412318449218047,0.9,2.8,-1.2,0.412318449218047,7.16621568531889,0.0292539976057764,85705.2941176471,"Group1",1060.69803085428,6315.64864864865,6902.13513513513,16067,"2016A000259","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62463299","10.1.1",182953.4,NA,NA,NA,1
2010,"Victoria",1629,116.5,1297.97417739628,"British Columbia",2296,1300,85,-1490,1004,3022,3046,-24,351150,69400,664.666666666667,787.5,1328.5,1028.25,87.26,85.51,952.229166666667,6.85880572711116,0.0205345116596085,-4000,191.5,180.1,135.3,44.8,11.3,99.9,5.9,65.7,61.8,1.5,2118,1887,1784,0.00412318449218047,0.00415141557424017,0.00468017376114738,0.1,-0.5,-1.8,0.468017376114738,7.16856000291844,0.00234431759955189,81034.705882353,"Group1",1065.58649808607,6957.18918918919,6834.97297297297,16216,"2016A000259","Current dollars","All industries [T001]","Dollars",81,"millions",6,"v62463299","10.1.1",190873.5,NA,NA,NA,1
